product_id,,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B0B14MR9L1,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,999","₹24,999",32%,4.1,"22,318"
B09ZPL5VYM,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹199,₹499,60%,4.1,"1,786"
B0993BB11X,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,₹999,"₹1,599",38%,4,"7,222"
B09V2PZDX8,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,299","₹1,599",19%,4,"1,28,311"
B085W8CFLH,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹599,"₹1,800",67%,3.5,"83,996"
B09MT6XSFW,,Electronics|Accessories|MemoryCards|MicroSD,₹599,"₹1,899",68%,4.3,"1,40,036"
B07RD611Z8,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,799","₹2,499",28%,4.1,"18,678"
B08WRWPM22,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹176.63,₹499,65%,4.1,"15,189"
B0B4F52B5X,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹10,999","₹14,999",27%,4.1,"18,998"
B096VF5YYF,,Electronics|WearableTechnology|SmartWatches,"₹2,999","₹7,990",62%,4.1,"48,449"
B0B5D39BCD,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹7,990",75%,3.8,"17,831"
B08DDRGWTJ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹229,₹299,23%,4.3,"30,411"
B082LZGK39,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹299,33%,4,"43,994"
B09XBJ1CTN,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹649,₹999,35%,4.2,"1,315"
B0B4F5L738,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹19,499",28%,4.1,"18,998"
B08MTCKDYN,,Electronics|Mobiles&Accessories|MobileAccessories|Décor,₹119,₹299,60%,4.1,"5,999"
B09QS8V5N8,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹17,999",28%,4.1,"50,772"
B08CF3D7QR,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹154,₹339,55%,4.3,"13,391"
B09T2WRLJJ,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹20,999","₹26,999",22%,3.9,"25,824"
B089WB69Y1,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹249,₹649,62%,4,"14,404"
B0116MIKKC,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹99,₹171,42%,4.5,"11,339"
B09P858DK8,,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,₹489,"₹1,999",76%,4,"3,626"
B07DJLFMPS,,Electronics|Accessories|MemoryCards|MicroSD,₹369,"₹1,600",77%,4,"32,625"
B07WHQWXL7,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,499","₹20,999",26%,4.1,"19,252"
B07WDK3ZS6,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,499","₹18,999",18%,4.1,"19,252"
B09T2S8X9C,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹22,999","₹28,999",21%,3.9,"25,824"
B07S9S86BF,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹599,"₹1,490",60%,4.1,"1,61,679"
B07N8RQ6W7,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹134,₹699,81%,4.1,"16,685"
B09FKDH6FS,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹7,499","₹7,999",6%,4,"30,907"
B08HVJCW95,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,149","₹2,199",48%,4.3,"1,78,912"
B09YDFDVNS,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,324","₹1,699",22%,4,"1,28,311"
B07WGPKTS4,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹19,999",30%,4.1,"19,252"
B0789LZTCJ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹799,63%,4.2,"94,364"
B09MZCQYHZ,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,₹999,"₹1,599",38%,4,"7,222"
B0B4F2ZWL3,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹17,999",28%,4.1,"18,998"
B08VB2CMR3,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,490","₹20,990",26%,4.2,"32,916"
B095RTJH1M,,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹999,"₹2,899",66%,4.6,"26,603"
B097R25DP7,,Electronics|WearableTechnology|SmartWatches,"₹1,599","₹4,999",68%,4,"67,950"
B09YDFKJF8,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,324","₹1,699",22%,4,"1,28,311"
B07WDK3ZS2,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹20,999","₹29,990",30%,4.3,"9,499"
B08RZ5K9YH,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹999,"₹1,999",50%,4.3,"1,777"
B08444S68L,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,490","₹15,990",22%,4.2,"58,506"
B07WHQBZLS,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹17,999","₹21,990",18%,4,"21,350"
B085DTN6R2,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹350,₹899,61%,4.2,"2,263"
B09JS562TP,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,399","₹1,630",14%,4,"9,378"
B09KLVMZ3B,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹159,₹399,60%,4.1,"4,768"
B09V17S2BG,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹6,990",79%,3.9,"21,796"
B0B5CGTBKV,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹7,990",75%,3.8,"17,833"
B0B23LW7NV,,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹999,"₹2,899",66%,4.7,"7,779"
B09KGV7WSV,,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,"₹2,099","₹5,999",65%,4.3,"17,129"
B0971DWFDT,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,₹337,₹699,52%,4.2,"4,969"
B0BNV7JM5Y,,Electronics|WearableTechnology|SmartWatches,"₹2,999","₹7,990",62%,4.1,154
B0B53QFZPY,,Electronics|WearableTechnology|SmartWatches,"₹1,299","₹5,999",78%,3.3,"4,415"
B083342NKJ,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹349,₹399,13%,4.4,"18,757"
B07WJWRNVK,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,499","₹20,990",21%,4,"21,350"
B01F25X6RQ,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹499,₹499,0%,4.2,"31,539"
B09C6HXFC1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970,"₹1,799",46%,4.5,815
B0B244R4KB,,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹999,"₹2,899",66%,4.6,"6,129"
B0BMGG6NKT,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹10,499","₹13,499",22%,4.2,284
B082LSVT4B,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹249,₹399,38%,4,"43,994"
B092JHPL72,,Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,₹251,₹999,75%,3.7,"3,234"
B08WRBG3XW,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹499,60%,4.1,"13,045"
B09GFM8CGS,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹6,499","₹7,999",19%,4.1,"3,13,832"
B0B3MWYCHQ,,Electronics|WearableTechnology|SmartWatches,"₹2,999","₹9,999",70%,4.2,"20,879"
B09J2MM5C6,,Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,₹279,"₹1,499",81%,4.2,"2,646"
B07Q4QV1DL,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹269,"₹1,499",82%,4.5,"28,978"
B0B56YRBNT,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,999","₹13,499",33%,3.8,"3,145"
B09NHVCHS9,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹59,₹199,70%,4,"9,377"
B01DF26V7A,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹599,"₹1,299",54%,4.1,"1,92,589"
B08K4PSZ3V,,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,₹349,₹999,65%,3.8,"16,557"
B0B4F1YC3J,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹19,499",28%,4.1,"18,998"
B08K4RDQ71,,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,₹349,₹999,65%,3.8,"16,557"
B085CZ3SR1,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹499,₹599,17%,4.2,"21,916"
B09YV3K34W,,Electronics|WearableTechnology|SmartWatches,"₹2,199","₹9,999",78%,4.2,"29,472"
B09Z6WH2N1,,Electronics|Mobiles&Accessories|MobileAccessories|Décor,₹95,₹499,81%,4.2,"1,949"
B09NL4DJ2Z,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹139,₹249,44%,4,"9,377"
B0BGSV43WY,,Electronics|WearableTechnology|SmartWatches,"₹4,499","₹7,999",44%,3.5,37
B0926V9CTV,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹89,₹599,85%,4.3,"2,351"
B07WGPKMP5,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,499","₹20,999",26%,4.1,"19,253"
B0BBFJ9M3X,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹15,999",13%,3.9,"2,180"
B09PLFJ7ZW,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹4,999",60%,3.9,"7,571"
B0B53NXFFR,,Electronics|WearableTechnology|SmartWatches,"₹1,399","₹5,999",77%,3.3,"4,415"
B07GNC2592,,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,₹599,₹999,40%,4,"18,654"
B09TP5KBN7,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹199,"₹1,099",82%,4,"3,197"
B0949SBKMP,,Electronics|WearableTechnology|SmartWatches,"₹1,799","₹6,990",74%,4,"26,880"
B09V175NP7,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹6,990",79%,3.9,"21,796"
B07WHSJXLF,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹20,999","₹29,990",30%,4.3,"9,499"
B0BD3T6Z1D,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹13,499",4%,4.1,"56,098"
B09LHYZ3GJ,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,999","₹20,999",19%,4.1,"31,822"
B07WFPMGQQ,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹19,999","₹27,990",29%,4.3,"9,499"
B09QS9X9L8,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹18,999",32%,4.1,"50,772"
B0B6BLTGTT,,Electronics|WearableTechnology|SmartWatches,"₹2,999","₹5,999",50%,4.1,"7,148"
B077Z65HSD,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹999,70%,4.3,"20,850"
B09W5XR9RT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹970,"₹1,999",51%,4.4,184
B084DTMYWK,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹329,₹999,67%,4.2,"3,492"
B0B53QLB9H,,Electronics|WearableTechnology|SmartWatches,"₹1,299","₹5,999",78%,3.3,"4,415"
B0BDYW3RN3,,Electronics|Accessories|MemoryCards|MicroSD,"₹1,989","₹3,500",43%,4.4,"67,260"
B0B3RS9DNF,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹9,999",80%,4.3,"27,704"
B09QS9X16F,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹18,999",32%,4.1,"50,772"
B08HV25BBQ,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹4,999",70%,4,"92,588"
B09LJ116B5,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,999","₹20,999",19%,4.1,"31,822"
B0BMVWKZ8G,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹8,499",76%,4.3,240
B0BD92GDQH,,Electronics|WearableTechnology|SmartWatches,"₹4,999","₹6,999",29%,3.8,758
B08Y1SJVV5,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹99,₹666.66,85%,3.9,"24,870"
B0B5GF6DQD,,Electronics|WearableTechnology|SmartWatches,"₹2,499","₹5,999",58%,3.7,828
B09JS94MBV,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,399","₹1,630",14%,4,"9,378"
B09YV463SW,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹9,999",85%,4.2,"22,638"
B07XLCFSSN,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹899,"₹1,900",53%,4.4,"13,552"
B09NL4DCXK,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹249,₹599,58%,3.9,"2,147"
B0B8CHJLWJ,,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹299,"₹1,199",75%,4.5,596
B0B8ZWNR5T,,Electronics|Mobiles&Accessories|MobileAccessories|Décor,₹79,₹499,84%,4.2,"1,949"
B0BBFJLP21,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹15,999",13%,3.9,"2,180"
B01F262EUU,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹949,₹999,5%,4.2,"31,539"
B09VZBGL1N,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹99,₹499,80%,4.1,"2,451"
B0BNVBJW2S,,Electronics|WearableTechnology|SmartWatches,"₹2,499","₹7,990",69%,4.1,154
B0B2DJ5RVQ,,Electronics|Mobiles&Accessories|MobileAccessories|Mounts|HandlebarMounts,₹689,"₹1,999",66%,4.3,"1,193"
B096TWZRJC,,Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,₹499,"₹1,899",74%,4.1,"1,475"
B09GP6FBZT,,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹299,₹999,70%,4.3,"8,891"
B0B3DV7S9B,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹209,₹499,58%,3.6,104
B09MKP344P,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,499","₹12,999",35%,4.1,"6,662"
B08JW1GVS7,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹2,179","₹3,999",46%,4,"8,380"
B09LHZSMRR,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹16,999","₹20,999",19%,4.1,"31,822"
B0B5V47VK4,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹44,999","₹49,999",10%,4.3,"3,075"
B08H21B6V7,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹2,599","₹2,999",13%,3.9,"14,266"
B09BNXQ6BR,,Electronics|WearableTechnology|SmartWatches,"₹2,799","₹6,499",57%,4.1,"38,879"
B01FSYQ2A4,,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear","₹1,399","₹2,990",53%,4.1,"97,175"
B08L5FM4JC,,Electronics|Accessories|MemoryCards|MicroSD,₹649,"₹2,400",73%,4.4,"67,260"
B0B54Y2SNX,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹799,"₹3,990",80%,3.8,119
B08BQ947H3,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CameraPrivacyCovers,₹149,₹149,0%,4.3,"10,833"
B082T6V3DT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹799,"₹2,100",62%,4.3,"8,188"
B0B7DHSKS7,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹3,799","₹5,299",28%,3.5,"1,641"
B09SJ1FTYV,,Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,₹199,"₹1,899",90%,4,"4,740"
B09XJ5LD6L,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹23,999","₹32,999",27%,3.9,"8,866"
B07WHS7MZ1,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹29,990","₹39,990",25%,4.3,"8,399"
B0BBVKRP7B,,Electronics|WearableTechnology|SmartWatches,₹281,"₹1,999",86%,2.8,87
B09NY7W8YD,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹7,998","₹11,999",33%,3.8,125
B0BMM7R92G,,Electronics|WearableTechnology|SmartWatches,₹249,₹999,75%,4.5,38
B08M66K48D,,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹299,₹599,50%,4.3,"4,674"
B09RFB2SJQ,,Electronics|WearableTechnology|SmartWatches,₹499,"₹1,899",74%,4.1,412
B0B82YGCF6,,Electronics|WearableTechnology|SmartWatches,₹899,"₹3,499",74%,3,681
B08HF4W2CT,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,599","₹3,499",54%,4,"36,384"
B08BCKN299,,"Electronics|Headphones,Earbuds&Accessories|Adapters",₹120,₹999,88%,3.9,"6,491"
B0B2X35B1K,,Electronics|WearableTechnology|SmartWatches,"₹3,999","₹6,999",43%,4.1,"10,229"
B09QS9CWLV,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹18,999",32%,4.1,"50,772"
B0B1NX6JTN,,Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,"₹1,599","₹2,599",38%,4.3,"1,801"
B078G6ZF5Z,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹699,"₹1,199",42%,4,"14,404"
B0BBW521YC,,Electronics|Mobiles&Accessories|MobileAccessories|Décor|PhoneCharms,₹99,₹999,90%,4.4,305
B09HSKYMB3,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹7,915","₹9,999",21%,4.3,"1,376"
B09YV42QHZ,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹7,999",81%,4.2,"22,638"
B09BF8JBWX,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,055","₹1,249",16%,3.8,"2,352"
B0B5YBGCKD,,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹150,₹599,75%,4.3,714
B01GGKYKQM,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹219,₹700,69%,4.3,"20,052"
B09MY4W73Q,,Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,₹474,"₹1,799",74%,4.3,"1,454"
B08R69VDHT,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹115,₹499,77%,4,"7,732"
B09T37CKQ5,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹239,₹599,60%,3.9,"2,147"
B09GFPN6TP,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹7,499","₹9,499",21%,4.1,"3,13,832"
B0B298D54H,,Electronics|WearableTechnology|SmartWatches,₹265,₹999,73%,3.7,465
B08VB57558,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹37,990","₹74,999",49%,4.2,"27,790"
B09CMP1SC8,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹499,60%,4.1,602
B09YLXYP7Y,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹179,₹399,55%,4,"1,423"
B0B9BXKBC7,,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,"₹1,799","₹3,999",55%,4.6,245
B09NY6TRXG,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹8,499","₹11,999",29%,3.9,276
B09NVPJ3P4,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹3,999",50%,4,"30,254"
B0B3NDPCS9,,Electronics|WearableTechnology|SmartWatches,"₹3,999","₹17,999",78%,4.3,"17,161"
B09VGKFM7Y,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹219,₹499,56%,4.4,14
B07QCWY5XV,,Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,₹599,"₹1,399",57%,4.1,"14,560"
B098QXR9X2,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹2,499","₹2,999",17%,4.1,"3,156"
B07H1S7XW8,,Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Shower&WallMounts,₹89,₹499,82%,4.1,"9,340"
B0BNXFDTZ2,,Electronics|WearableTechnology|SmartWatches,"₹2,999","₹11,999",75%,4.4,768
B088ZFJY82,,Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹314,"₹1,499",79%,4.5,"28,978"
B0B4F4QZ1H,,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹19,499",28%,4.1,"18,998"
B09BCNQ9R2,,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,₹139,₹499,72%,4.2,"4,971"
B0B9BD2YL4,,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,"₹2,599","₹6,999",63%,4.5,"1,526"
B071Z8M4KX,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹365,₹999,63%,4.1,"3,63,711"
B09N3ZNHTY,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,499","₹4,490",67%,3.9,"1,36,954"
B0B3RRWSF6,,Electronics|WearableTechnology|SmartWatches,"₹1,998","₹9,999",80%,4.3,"27,709"
B0B5B6PQCT,,Electronics|WearableTechnology|SmartWatches,"₹1,799","₹7,990",77%,3.8,"17,833"
B005FYNT3G,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹289,₹650,56%,4.3,"2,53,105"
B01J0XWYKQ,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹599,₹895,33%,4.4,"61,314"
B09CTRPSJR,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",₹217,₹237,8%,3.8,"7,354"
B08JQN8DGZ,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,299","₹2,990",57%,3.8,"1,80,998"
B0B72BSW7K,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,₹263,₹699,62%,3.5,690
B0BDRVFDKP,,Electronics|Accessories|MemoryCards|MicroSD,₹569,"₹1,000",43%,4.4,"67,262"
B0B5LVS732,,Electronics|WearableTechnology|SmartWatches,"₹1,999","₹4,999",60%,4.1,"10,689"
B08TV2P1N8,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","₹1,399","₹3,990",65%,4.1,"1,41,841"
B07XCM6T4N,,Computers&Accessories|Accessories&Peripherals|LaptopAccessories|NotebookComputerStands,₹349,"₹1,499",77%,4.3,"24,791"
B07T5DKR5D,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹149,₹399,63%,3.5,"21,764"
B01DEWVZ2C,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹599,₹999,40%,4.1,"1,92,587"
B07PR1CL3S,,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear","₹1,220","₹3,990",69%,4.1,"1,07,151"
B09V12K8NT,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹6,990",79%,3.9,"21,797"
B07JQKQ91F,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹499,₹999,50%,3.9,"92,995"
B08W56G1K9,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,₹99,₹999,90%,4.1,"8,751"
B07WG8PDCW,,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,₹349,"₹1,299",73%,4,"14,283"
B01L8ZNWN2,,Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹475,"₹1,500",68%,4.2,"64,273"
B009VCGPSY,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹269,₹649,59%,4.3,"54,315"
B0B296NTFV,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹299,₹599,50%,4.1,"1,597"
B09NVPSCQT,,Electronics|WearableTechnology|SmartWatches,"₹1,599","₹3,999",60%,4,"30,254"
B09YV4RG4D,,Electronics|WearableTechnology|SmartWatches,"₹1,499","₹7,999",81%,4.2,"22,638"
B07TCN5VR9,,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹329,₹999,67%,3.9,"77,027"
B00ZYLMQH0,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",₹549,"₹1,799",69%,4.3,"28,829"
B09YV4MW2T,,Electronics|WearableTechnology|SmartWatches,"₹2,199","₹9,999",78%,4.2,"29,478"
B01HJI0FS2,,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",₹299,₹650,54%,4.5,"33,176"
B076B8G5D8,,MusicalInstruments|Microphones|Condenser,₹798,"₹1,995",60%,4,"68,664"
B07JW9H4J1,,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹399,"₹1,099",64%,4.2,"24,269"
B014SZO90Y,,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,₹266,₹315,16%,4.5,"28,030"
B07KCMR8D6,,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",₹50,₹50,0%,4.3,"5,792"
B00N1U9AJS,,Home&Kitchen|CraftMaterials|Scrapbooking|Tape,₹130,₹165,21%,3.9,"14,778"
